,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
13,Penis is not vulgar or offensive but putting it in there is not good Wikipenis is insulting to many people and replacing even Wikipedia featured joke articles with penis is not good behavior Other people had to revert your edits over and over again Thanks for your attention to this matter and I hope you will contribute useful stuff to Wikipedia and be a respected member of our [[community]] Thanks,Penis is not vulgar or offensive but putting it in there is not good Wikipenis is insulting to many people and replacing even Wikipedia featured joke articles with penis is not good behavior Other people had to revert your edits over and over again Thanks for your attention to this matter and I hope you will contribute useful stuff to Wikipedia and be a respected member of our [[unions]] Thanks,0.0577311515808105,0.9680877327919006,0,1,0,43,Successful
14,cm punk is [[fuck]],cm punk is [[bordello]],0.0319122672080993,0.9422688484191896,1,0,1,24,Successful
15,[[New]] section  <SPLIT><SPLIT> What about the section about how he was a complete LOSER and if heaven and [[hell]] is real he is almost certainly in hell baring some miracle before his death,[[Fiction]] section  <SPLIT><SPLIT> What about the section about how he was a complete LOSER and if heaven and [[fucking]] is real he is almost certainly in hell baring some miracle before his death,0.0577311515808105,0.968087673187256,0,1,0,175,Successful
16,HELP <SPLIT> grammer is for [[losers]] <SPLIT> FGJHDFHYTUJERJHTNY YTUJREFGYDRHGGV CHUBJHVG CVNB B VHGHFJXJHGSBN VXGF,HELP <SPLIT> grammer is for [[bitches]] <SPLIT> FGJHDFHYTUJERJHTNY YTUJREFGYDRHGGV CHUBJHVG CVNB B VHGHFJXJHGSBN VXGF,0.0577312111854553,0.9680877327919006,0,1,0,104,Successful
17,I think that show Jericho must be based on Elko  When [[shit]] goes down those people out there are ready  I swear they are armed to the teeth  Im just not sure whether theyre with me or against me maybe both,I think that show Jericho must be based on Elko  When [[fucking]] goes down those people out there are ready  I swear they are armed to the teeth  Im just not sure whether theyre with me or against me maybe both,0.0577312111854553,0.968087673187256,0,1,0,260,Successful
18,Exactly Yippee Kai yay song lyrics Yippee kai ya [[motherfucker]] made up for the movie Nothing I said changes It was made up for the movie Its not a cowboy expression Move along nothing else to see,Exactly Yippee Kai yay song lyrics Yippee kai ya [[bitch]] made up for the movie Nothing I said changes It was made up for the movie Its not a cowboy expression Move along nothing else to see,0.0577312111854553,0.968087673187256,0,1,0,99,Successful
19,Give me my chocolate [[bitches]],Give me my chocolate [[assholes]],0.0319122672080993,0.9422688484191896,1,0,1,54,Successful
20,Why William Hague is a stupid [[idiot]]  <SPLIT> First of all he changed the way the leader of the Conservative Party is elected from a vote of parliamentary members to that of the wider membership The leader of the parliamentary party should be solely determined by members of the parliamentary party It should not have been determined by the wider membership a vast of majority of whom are not even in elected office <SPLIT><SPLIT> Second of all he decided to take on the leadership so soon after the partys 1997 defeat Politically it would have been wise for him to have let the more experienced Ken Clarke become leader and waited things out If he had waited then he and not David Cameron would be leader now <SPLIT><SPLIT> Hence why William Hague is a stupid idiot,Why William Hague is a stupid [[dumb]]  <SPLIT> First of all he changed the way the leader of the Conservative Party is elected from a vote of parliamentary members to that of the wider membership The leader of the parliamentary party should be solely determined by members of the parliamentary party It should not have been determined by the wider membership a vast of majority of whom are not even in elected office <SPLIT><SPLIT> Second of all he decided to take on the leadership so soon after the partys 1997 defeat Politically it would have been wise for him to have let the more experienced Ken Clarke become leader and waited things out If he had waited then he and not David Cameron would be leader now <SPLIT><SPLIT> Hence why William Hague is a stupid idiot,0.0319123864173889,0.942269504070282,1,0,1,112,Successful
21,a lot of [[fuckers]] died,a lot of [[arseholes]] died,0.0319122672080993,0.9422688484191896,1,0,1,54,Successful
22,[[SHUT]] UP YOU STUPID FING RETARD OR I WILL KICK YOU TO DEATH,[[CLOSURE]] UP YOU STUPID FING RETARD OR I WILL KICK YOU TO DEATH,0.0319122672080993,0.9422689080238342,1,0,1,64,Successful
23,WOW YOU [[ASSHOLES]] YOU TOTALLY RAPED THE WHOLE PLOT SECTION I HOPE YOU GET RAPED WITH A BIG CUCUMBER BASTARDS I REFUSE TO SIGN,WOW YOU [[ARSEHOLES]] YOU TOTALLY RAPED THE WHOLE PLOT SECTION I HOPE YOU GET RAPED WITH A BIG CUCUMBER BASTARDS I REFUSE TO SIGN,0.0319122672080993,0.9422688484191896,1,0,1,75,Successful
24,Horse Slaughter in New Mexico  <SPLIT><SPLIT> Why have you betrayed the decent people of the United States  We thought you were going to be a strong Republican woman Govenor  You are weak and have given a false impression as to your stand on Horse Slaughter  Why did you not STOP RICK DE SANTOS  You would have been a hero been first to stand up for what the voters of this country really want others would have seen you as a humane leader and would have followed in their states  The disappointment I feel for you is felt by many others as well  Rick de Santos is a felon a two time felon he destroyed a town ruthless and is [[INHUMANE]]  He was convicted WHEN HE WAS SLAUGHTERING [[CATTLE]]  Horses are fright and flight animals and cannot be Slaughtered humanly  They are alive when they are hoisted by a rear leg while their throats are cut  Pregnant mares are aborting on the kill floors while their foals are beaten to death  Have you gone to a kill floor  I think not   You must stand up for decency which is what America is about and save our beloved horses from this horrific death   <SPLIT> lindaleecustardyahoocom,Horse Slaughter in New Mexico  <SPLIT><SPLIT> Why have you betrayed the decent people of the United States  We thought you were going to be a strong Republican woman Govenor  You are weak and have given a false impression as to your stand on Horse Slaughter  Why did you not STOP RICK DE SANTOS  You would have been a hero been first to stand up for what the voters of this country really want others would have seen you as a humane leader and would have followed in their states  The disappointment I feel for you is felt by many others as well  Rick de Santos is a felon a two time felon he destroyed a town ruthless and is [[ANIMALISTIC]]  He was convicted WHEN HE WAS SLAUGHTERING [[BITCHY]]  Horses are fright and flight animals and cannot be Slaughtered humanly  They are alive when they are hoisted by a rear leg while their throats are cut  Pregnant mares are aborting on the kill floors while their foals are beaten to death  Have you gone to a kill floor  I think not   You must stand up for decency which is what America is about and save our beloved horses from this horrific death   <SPLIT> lindaleecustardyahoocom,0.0577311515808105,0.9680870175361632,0,1,0,371,Successful
25,I [[already]] seen that image last night  Doesnt prove [[shit]]  Saw it again saw it a few hours ago and a few times this morning  Oh yah  Ive been totally proven wrong,I [[lately]] seen that image last night  Doesnt prove [[fucking]]  Saw it again saw it a few hours ago and a few times this morning  Oh yah  Ive been totally proven wrong,0.0577311515808105,0.968087673187256,0,1,0,392,Successful
26,What exactly are you hoping to achieve by editing it other than annoying the [[shit]] out of a few people,What exactly are you hoping to achieve by editing it other than annoying the [[fucking]] out of a few people,0.0577312111854553,0.968087673187256,0,1,0,141,Successful
27,I [[suck]] at reading directions dont I  Ed,I [[sucks]] at reading directions dont I  Ed,0.0577312111854553,0.9680877327919006,0,1,0,53,Successful
28,LOLLAGAEF <SPLIT>  <SPLIT><SPLIT>  <SPLIT> [[FUCK]] U JUSTIN TIMBERLAKE,LOLLAGAEF <SPLIT>  <SPLIT><SPLIT>  <SPLIT> [[ACCURSED]] U JUSTIN TIMBERLAKE,0.0319122672080993,0.9422688484191896,1,0,1,56,Successful
29,Ok all you ignorants that just think this is just made up picture yourself stopping at a stop sign that seems pointless and getting pissed off to the point that you cant control your actions  Youre so pissed that you have to punch smash or just [[fuck]] something up in general just so you dont take someones life instead  Thats anger on an irrational level Thats IED and it accompanies other mental disorders most commonly anxiety from what Ive gathered High testosterone levels have also been known to cause this Its more or less a side affect of another condition,Ok all you ignorants that just think this is just made up picture yourself stopping at a stop sign that seems pointless and getting pissed off to the point that you cant control your actions  Youre so pissed that you have to punch smash or just [[fucking]] something up in general just so you dont take someones life instead  Thats anger on an irrational level Thats IED and it accompanies other mental disorders most commonly anxiety from what Ive gathered High testosterone levels have also been known to cause this Its more or less a side affect of another condition,0.0577312111854553,0.9680877327919006,0,1,0,687,Successful
30,HIKI HIKI HIKI [[FUCK]] ALL WIKIPEDIANS,HIKI HIKI HIKI [[ACCURSED]] ALL WIKIPEDIANS,0.0319122672080993,0.9422688484191896,1,0,1,57,Successful
31,To whom it may concern <SPLIT><SPLIT> If yous the right persons you already know everything about me I would like to explain my comment  <SPLIT> Its wwwtopixcom thats it its a site for people to get on with fake names and talk shit My girlfriend and her entire family is being slandered by low life scumbags I wish the site didnt exist I know they will always find someway to start [[Shit]] talking all over again Her and her family go through hell because of it and they dont deserve it The reason Im making this comment is because this is the world wide web and I support Im a Huge fan and I strongly agree with what has happened I just think its bullshit that people can get on this site and talk slander and shit and there isnt Anything we can do about it I look at you guys as a type of protection police if you will to those who have been wronged If Im talking to the right people I want to say thank you Whether or not you can help You will never hear from me again <SPLIT><SPLIT> Thank You <SPLIT> RJG,To whom it may concern <SPLIT><SPLIT> If yous the right persons you already know everything about me I would like to explain my comment  <SPLIT> Its wwwtopixcom thats it its a site for people to get on with fake names and talk shit My girlfriend and her entire family is being slandered by low life scumbags I wish the site didnt exist I know they will always find someway to start [[Fucking]] talking all over again Her and her family go through hell because of it and they dont deserve it The reason Im making this comment is because this is the world wide web and I support Im a Huge fan and I strongly agree with what has happened I just think its bullshit that people can get on this site and talk slander and shit and there isnt Anything we can do about it I look at you guys as a type of protection police if you will to those who have been wronged If Im talking to the right people I want to say thank you Whether or not you can help You will never hear from me again <SPLIT><SPLIT> Thank You <SPLIT> RJG,0.0577312111854553,0.9680877327919006,0,1,0,1552,Successful
32,I do not think I need to mention it but behind these various IPs there are more than one user instead of a single one It would be impossible for one to handle all your alleged [[crap]] I dont think I need to mention it because its totally irrelevant how many people oppose something It does NOT count how many are on which side it counts what is behind arguments and truth With your lies and will to mislead people by depicting the game as something it is not youre runnining against a wall of truth and arguments and Ill make sure you wont tear that wall down no matter if youre a biased AA players or a biased admin on the site Im right and you know that very well And even if you are in the majority this rule remains true Something is still right even if everyone thinks its not Something is wrong even if everyone thinks its right You dont EVEN think youre right you just pretend Knock off your pathetic pretence for I only accept the truth and the truth only I dont mind if your ludicrous opposition is kept up for years it will end up without success and the feeling of having wasted your time with your hypocricy  <SPLIT><SPLIT> Saying the game is primarily propaganda Ill have the truth backing me Equating it with advertisement and even pretending as if many players disagreed over which label fitted better you back it with lies As if anyone in the game knew anything Search the official forum for the word propaganda youll find nothing Many What a liar you are You represent not many players youll represent ONE And you disagree just for the sake of disagreeing <SPLIT><SPLIT> If youre actually interesting in finding the truth youd have read the articles with an open mind and agreed on that Actually I dont need to do this because its not the truth youre seeking but Ive found another university page and would like to post it httpwwwminitruenlessaysnmncaajustinhtml <SPLIT> You didnt manage to read the talk page so Ill summarize the most importent statements concerning our whichfitsbettertopic <SPLIT><SPLIT> In this contribution I will also distinguish the advergame from the propagame in order to give a further analysis of Americas Army <SPLIT><SPLIT> The game Americas Army the propagame as I will call it is unique in its being <SPLIT><SPLIT>  From advergame to propagame  <SPLIT><SPLIT> The message Americas Army sends itself is propagandistic It propagandises a certain kind of lifestyle message in which the army would like the participant to join and become Propaganda itself has a history within religion Religion also sends the same message to let the participant or the participant in becoming join and become the religion so sending the message of religion So Americas Army with its governmental background is instead of an advergame better to be described as a propagame <SPLIT><SPLIT> BETTER TO BE DESCRIBED AS A PROPAGAME What did I say PRIMARILY fits the definition of propaganda Authority argument university underscores my version <SPLIT><SPLIT> When it comes to the propagame Americas Army the next quotation is striking <SPLIT> The initial success of Americas Army has exceeded the Armys expectations and Colonel Wardynski and his design team are excited about the possibilities Were going to be pushing out new versions of the game as fast as we can build them he says This same team will be building missions weapons and new features for years to come The nations youth can expect a lot more from their friendly army of one Americas Army Targets Youth by Jacob Hodes  Emma Ruby Sachs <SPLIT><SPLIT>  From the analysis of the advergame and the striking resemblance I have described with the propagame Americas Army I will now turn my attention to the consequences for communication on Internet by such games <SPLIT><SPLIT>  The exception is Americas Army because it communicates itself as a company in which citizens can join The aim is to let the gamers themselves join the company as an employee and be the producers within of the message the army sends One of the aims of advergames is to construct a process of viral marketing but this is done unlike the propagame The advergame aims that consumers virally communicate about the game or the message it beholds for the purpose of spreading the word but not to become one with the company itself DaimlerChrysler for example wouldnt make a game in which one is being trained to become the director of a car factory this would create competition Not yet emphasised but maybe in the future it will when one seeks for employees <SPLIT><SPLIT> I thus called it a propagame a game that propagandises a message to become the message Within the game gamers are disciplined and the power structures are like the common army power structure top down hierarchical <SPLIT><SPLIT>  My investigation led me to b,I do not think I need to mention it but behind these various IPs there are more than one user instead of a single one It would be impossible for one to handle all your alleged [[fucking]] I dont think I need to mention it because its totally irrelevant how many people oppose something It does NOT count how many are on which side it counts what is behind arguments and truth With your lies and will to mislead people by depicting the game as something it is not youre runnining against a wall of truth and arguments and Ill make sure you wont tear that wall down no matter if youre a biased AA players or a biased admin on the site Im right and you know that very well And even if you are in the majority this rule remains true Something is still right even if everyone thinks its not Something is wrong even if everyone thinks its right You dont EVEN think youre right you just pretend Knock off your pathetic pretence for I only accept the truth and the truth only I dont mind if your ludicrous opposition is kept up for years it will end up without success and the feeling of having wasted your time with your hypocricy  <SPLIT><SPLIT> Saying the game is primarily propaganda Ill have the truth backing me Equating it with advertisement and even pretending as if many players disagreed over which label fitted better you back it with lies As if anyone in the game knew anything Search the official forum for the word propaganda youll find nothing Many What a liar you are You represent not many players youll represent ONE And you disagree just for the sake of disagreeing <SPLIT><SPLIT> If youre actually interesting in finding the truth youd have read the articles with an open mind and agreed on that Actually I dont need to do this because its not the truth youre seeking but Ive found another university page and would like to post it httpwwwminitruenlessaysnmncaajustinhtml <SPLIT> You didnt manage to read the talk page so Ill summarize the most importent statements concerning our whichfitsbettertopic <SPLIT><SPLIT> In this contribution I will also distinguish the advergame from the propagame in order to give a further analysis of Americas Army <SPLIT><SPLIT> The game Americas Army the propagame as I will call it is unique in its being <SPLIT><SPLIT>  From advergame to propagame  <SPLIT><SPLIT> The message Americas Army sends itself is propagandistic It propagandises a certain kind of lifestyle message in which the army would like the participant to join and become Propaganda itself has a history within religion Religion also sends the same message to let the participant or the participant in becoming join and become the religion so sending the message of religion So Americas Army with its governmental background is instead of an advergame better to be described as a propagame <SPLIT><SPLIT> BETTER TO BE DESCRIBED AS A PROPAGAME What did I say PRIMARILY fits the definition of propaganda Authority argument university underscores my version <SPLIT><SPLIT> When it comes to the propagame Americas Army the next quotation is striking <SPLIT> The initial success of Americas Army has exceeded the Armys expectations and Colonel Wardynski and his design team are excited about the possibilities Were going to be pushing out new versions of the game as fast as we can build them he says This same team will be building missions weapons and new features for years to come The nations youth can expect a lot more from their friendly army of one Americas Army Targets Youth by Jacob Hodes  Emma Ruby Sachs <SPLIT><SPLIT>  From the analysis of the advergame and the striking resemblance I have described with the propagame Americas Army I will now turn my attention to the consequences for communication on Internet by such games <SPLIT><SPLIT>  The exception is Americas Army because it communicates itself as a company in which citizens can join The aim is to let the gamers themselves join the company as an employee and be the producers within of the message the army sends One of the aims of advergames is to construct a process of viral marketing but this is done unlike the propagame The advergame aims that consumers virally communicate about the game or the message it beholds for the purpose of spreading the word but not to become one with the company itself DaimlerChrysler for example wouldnt make a game in which one is being trained to become the director of a car factory this would create competition Not yet emphasised but maybe in the future it will when one seeks for employees <SPLIT><SPLIT> I thus called it a propagame a game that propagandises a message to become the message Within the game gamers are disciplined and the power structures are like the common army power structure top down hierarchical <SPLIT><SPLIT>  My investigation led me to b,0.0577312111854553,0.968087375164032,0,1,0,1643,Successful
33,and [[Vulva]] In other words no porn please,and [[Penises]] In other words no porn please,0.0577312111854553,0.968087673187256,0,1,0,45,Successful
