,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
10,ReAsk and you shall recieve <SPLIT> Are you insane or what Have you read what youve just written Where have I stated that the Montage Phoenix pic portrayed Jean Greys current look <SPLIT> Ive written that SHB pics should portrait current looks and that pic didnt portrait Greys current look So we would use one with various incarnations of her <SPLIT><SPLIT> So again where the [[fuck]] have I stated that the Montage pic portrayed Greys current look <SPLIT><SPLIT> You are totally demented Stay out of my talk page I wont argue with a wacko and I really mean it Stay out of my talk page,ReAsk and you shall recieve <SPLIT> Are you insane or what Have you read what youve just written Where have I stated that the Montage Phoenix pic portrayed Jean Greys current look <SPLIT> Ive written that SHB pics should portrait current looks and that pic didnt portrait Greys current look So we would use one with various incarnations of her <SPLIT><SPLIT> So again where the [[fucking]] have I stated that the Montage pic portrayed Greys current look <SPLIT><SPLIT> You are totally demented Stay out of my talk page I wont argue with a wacko and I really mean it Stay out of my talk page,0.0577311515808105,0.968087673187256,0,1,0,573,Successful
11,For and against usury section is nothing but arguments for  <SPLIT><SPLIT> how about some arguments AGAINST it for [[fuck]] sake that is one of the most biased wikipedia article sections I have ever seen,For and against usury section is nothing but arguments for  <SPLIT><SPLIT> how about some arguments AGAINST it for [[fucking]] sake that is one of the most biased wikipedia article sections I have ever seen,0.0577312111854553,0.9680877327919006,0,1,0,178,Successful
12,Clone Rapper  <SPLIT> Just shutup and let it get deleted Just because my auto login did not apply and it logged my ip instead doesnt mean chicanery as in your slanderous remark Just shut the [[fuck]] up and let it get deleted you moron Your comments had no value whatsoever to the deleter of the article was completely irrelevant to the proposal for deletion and only for a moment gave you a sudden high of drama Yes I submitted the original article AND I submitted it for deletion because for whatever reason everything about this person has literally been erased from the web and in writing has stated to me that they have no desire in being on Wiki or a person of interest I ALSO voted it twice because after proposing it for deletion it was still up there for several days so I thought no one was seeing it Another nonlifehaving paranoid computer freak and yes you were tricked hornswabbled duped all for this single world famous article what a donkey You think I was the first person to submit an article then request it for deletion loooooser I could care less about what your suspicions are or even wikipedia for that matter but did you even think of how upset you would make a person by calling them a chicanery person,Clone Rapper  <SPLIT> Just shutup and let it get deleted Just because my auto login did not apply and it logged my ip instead doesnt mean chicanery as in your slanderous remark Just shut the [[fucking]] up and let it get deleted you moron Your comments had no value whatsoever to the deleter of the article was completely irrelevant to the proposal for deletion and only for a moment gave you a sudden high of drama Yes I submitted the original article AND I submitted it for deletion because for whatever reason everything about this person has literally been erased from the web and in writing has stated to me that they have no desire in being on Wiki or a person of interest I ALSO voted it twice because after proposing it for deletion it was still up there for several days so I thought no one was seeing it Another nonlifehaving paranoid computer freak and yes you were tricked hornswabbled duped all for this single world famous article what a donkey You think I was the first person to submit an article then request it for deletion loooooser I could care less about what your suspicions are or even wikipedia for that matter but did you even think of how upset you would make a person by calling them a chicanery person,0.0577311515808105,0.9680869579315186,0,1,0,1088,Successful
13,And even more so since youre going to try and turn that on me youre more than welcome to make useful edits  But dont go [[screwing]] with peoples inprogress methods especially when they are in userspace which has already been explained to you as being more accepting of imperfections for a variety of reasons,And even more so since youre going to try and turn that on me youre more than welcome to make useful edits  But dont go [[fucking]] with peoples inprogress methods especially when they are in userspace which has already been explained to you as being more accepting of imperfections for a variety of reasons,0.0577312111854553,0.9680877327919006,0,1,0,330,Successful
14,[[I]] suck at grammaticals,[[1]] suck at grammaticals,0.0319122672080993,0.9422688484191896,1,0,1,34,Successful
15,AntiSemitism  <SPLIT><SPLIT> AS YOU [[KNOW]] MANY USERS CONSIDER YOU TO BE ANTISEMITIC CAN YOU PROVE THAT YOU ARE NOT IF NO WHY DO YOU DISLIKE JEWISH CULTUREIDEALS  CaliforniaDreamlings,AntiSemitism  <SPLIT><SPLIT> AS YOU [[fuck]] MANY USERS CONSIDER YOU TO BE ANTISEMITIC CAN YOU PROVE THAT YOU ARE NOT IF NO WHY DO YOU DISLIKE JEWISH CULTUREIDEALS  CaliforniaDreamlings,0.0577312111854553,0.9680877327919006,0,1,0,220,Successful
16,also in singapore i fuck [[sex]] slaves and we have TOO many people with aids,also in singapore i fuck [[arouse]] slaves and we have TOO many people with aids,0.0319122672080993,0.9422688484191896,1,0,1,58,Successful
17,i [[fucked]] your mum,i [[bed]] your mum,0.0319122672080993,0.9422688484191896,1,0,1,32,Successful
18,This article is ridiculous I was about to paste some quotes as examples but the whole [[fucking]] thing is full of it,This article is ridiculous I was about to paste some quotes as examples but the whole [[ass]] thing is full of it,0.0319122672080993,0.9422688484191896,1,0,1,117,Successful
19,Ill kill and [[piss]] in the mouth of anyone who supports Soviet scum and furthermore support their murder in public,Ill kill and [[make]] in the mouth of anyone who supports Soviet scum and furthermore support their murder in public,0.0319122672080993,0.9422688484191896,1,0,1,151,Successful
20,thats andrew berrys mom stupid [[whore]],thats andrew berrys mom stupid [[cocotte]],0.0319122672080993,0.9422688484191896,1,0,1,39,Successful
21,Shut the [[fuck]] up both of you,Shut the [[bang]] up both of you,0.0319122672080993,0.9422688484191896,1,0,1,40,Successful
22,You still [[suck]]  <SPLIT><SPLIT> Very much,You still [[absorb]]  <SPLIT><SPLIT> Very much,0.0319122672080993,0.9422688484191896,1,0,1,71,Successful
23,To you  <SPLIT><SPLIT> [[fuck]] youpiss offI quit,To you  <SPLIT><SPLIT> [[bang]] youpiss offI quit,0.0319122672080993,0.9422688484191896,1,0,1,46,Successful
24,[[Alleged]] sexual misconduct  <SPLIT><SPLIT> I heard from an undisclosed source that Kony sucks on elephant testicals daily can anyone confirm this,[[so-called]] sexual misconduct  <SPLIT><SPLIT> I heard from an undisclosed source that Kony sucks on elephant testicals daily can anyone confirm this,0.0577312111854553,0.9680877327919006,0,1,0,84,Successful
25,VANDAL  <SPLIT> STOP VANDALISING YOU [[IDIOT]] PATHETIC LOSER YOU SHOULD BE THROWN IN JAIL,VANDAL  <SPLIT> STOP VANDALISING YOU [[changeling]] PATHETIC LOSER YOU SHOULD BE THROWN IN JAIL,0.0319122672080993,0.9422688484191896,1,0,1,137,Successful
26,Jeez Ed you seem like a [[fucking]] shitty douchebag,Jeez Ed you seem like a [[bally]] shitty douchebag,0.0319122672080993,0.9422688484191896,1,0,1,69,Successful
27,if you come to detroit you  will get killed so dont [[fuck]] wit the d man,if you come to detroit you  will get killed so dont [[bang]] wit the d man,0.0319122672080993,0.9422688484191896,1,0,1,144,Successful
28,no and he [[sucked]] cock,no and he [[draw]] cock,0.0319122672080993,0.9422688484191896,1,0,1,42,Successful
29,Dont presume to tell me to get off Wikipedia punk I still contriubte accurate information in many more areas Forgive me if I feel as if the viewing public deserve to know ahead of schedule what they will and wont see I knew Jokeapedia loves to think Internet dirtsheets arent reliable to protect kafabe which the WWE are no longer dedicating themselves too on WWECOM but most of the time its reliable information displayed even by the recent illnsess affecting Lashley and we had a nunch of idiots thinking Ken Kennedy wasnt accepting the open challenge <SPLIT><SPLIT> Back to your regulary scheduled lets [[screw]] the freaking customers version of this article folksthough I personally hope it doesnt remain that way for long,Dont presume to tell me to get off Wikipedia punk I still contriubte accurate information in many more areas Forgive me if I feel as if the viewing public deserve to know ahead of schedule what they will and wont see I knew Jokeapedia loves to think Internet dirtsheets arent reliable to protect kafabe which the WWE are no longer dedicating themselves too on WWECOM but most of the time its reliable information displayed even by the recent illnsess affecting Lashley and we had a nunch of idiots thinking Ken Kennedy wasnt accepting the open challenge <SPLIT><SPLIT> Back to your regulary scheduled lets [[fucking]] the freaking customers version of this article folksthough I personally hope it doesnt remain that way for long,0.0577312111854553,0.9680877327919006,0,1,0,655,Successful
30,[[Shut]] up nigger I am jerking off in your moms mouth,[[unopen]] up nigger I am jerking off in your moms mouth,0.0319122672080993,0.9422688484191896,1,0,1,60,Successful
31,The whole world [[knows]] about the existing israeli nukes just wikipedia acts like such an ingenue real sick Kissinger,The whole world [[fuck]] about the existing israeli nukes just wikipedia acts like such an ingenue real sick Kissinger,0.0577312111854553,0.968087673187256,0,1,0,170,Successful
32,[[Fucking]] idiot <SPLIT><SPLIT> Please do not make personal attacks Wikipedia has a strict policy against personal attacks Attack pages and images are not tolerated by Wikipedia and are speedily deleted Users who continue to create or repost such pages and images in violation of our WikipediaBiographies of living persons policy will be blocked from editing Wikipedia Thank you,[[ass]] idiot <SPLIT><SPLIT> Please do not make personal attacks Wikipedia has a strict policy against personal attacks Attack pages and images are not tolerated by Wikipedia and are speedily deleted Users who continue to create or repost such pages and images in violation of our WikipediaBiographies of living persons policy will be blocked from editing Wikipedia Thank you,0.0319122672080993,0.9422688484191896,1,0,1,356,Successful
33,Yo  <SPLIT><SPLIT> I will take a nuke and [[fuck]] your country up while raping your wife and kids,Yo  <SPLIT><SPLIT> I will take a nuke and [[ass]] your country up while raping your wife and kids,0.0319122672080993,0.9422688484191896,1,0,1,155,Successful
34,What an [[idiot]] This is not a misspelling you sir are just ignorant of the English language,What an [[changeling]] This is not a misspelling you sir are just ignorant of the English language,0.0319122672080993,0.9422688484191896,1,0,1,36,Successful
35,He is not [[gay]] he is A sexual he likes cats and dogs I know its sick,He is not [[homosexual]] he is A sexual he likes cats and dogs I know its sick,0.0319122672080993,0.9422689080238342,1,0,1,166,Successful
36,Busta Rhymes [[Beef]]  <SPLIT> This is complete rubbish has nothing to back it up and no records of it on any of the major hiphop sites from the time it claims to be from should be deleted ASAP,Busta Rhymes [[bitch]]  <SPLIT> This is complete rubbish has nothing to back it up and no records of it on any of the major hiphop sites from the time it claims to be from should be deleted ASAP,0.0577311515808105,0.968087673187256,0,1,0,148,Successful
