perturbed_text,ground_truth_output
A couple of things   <SPLIT><SPLIT> Hi Dongutteridge  <SPLIT><SPLIT> Thank you for your contributions to the article on Don Gutteridge Going by your username it looks like you may have a conflict of interest with this article  If so it isnt really a problem  and doesnt stop you editing the article  but you should probably be aware of Wikipedias policy on this which you can find here  Also the last couple of edits that you have made to this page you have provided information without a reference to a reliable source that allows this information to be verified  I think the edits you have made are just about okay but generally speaking Wikipedias Policy on Biographies of Living Persons requires that any statement made in such an article be backed up with a reference   <SPLIT><SPLIT> Feel free to drop me a note on my talk page if you have any questions or visit the Teahouse where you can get advice from expert editors  <SPLIT><SPLIT> With all best wishes,0
Well Id love to help but Im not an administrator just a humble user He seems to have left Wikipedia for a while though if he keeps up with the attacks feel free to let myself or someone else know so we can take action Thanks and cheers,0
India quick links,0
Great to see this page  The listings and [[contour]] are accurate and complete  Beyond the citations and records of accomplishments Steve has been influential in the background in innumerable ways involving lots of people  andygoes,0
the president should stop all of this shit,1
Why is it vandalism My intention is constructive Ive given arguments for my edit The edits are reversed without any reason,0
border1 <SPLIT> Preceding <SPLIT>  2015 <SPLIT> Next <SPLIT>  <SPLIT>   Archive 1 <SPLIT>  [[Archived]] 2 <SPLIT>  Archive 3  <SPLIT>  <SPLIT> Signature <SPLIT> Any chance you could make your signature more simple and less eyejarringdistracting     <SPLIT><SPLIT> Please communicate with me Also please read through this WikipediaSignaturesCustomizingyoursignature and change your signature accordingly I think the The editor who likes cosplay line is distracting and unnecessary the yellow color is too bright to see at least for me and theres nothing particularly special about my screen or eyesight and the rest of it is too confusing and distracting too If youre unsure then please ask for third opinions from other people     <SPLIT><SPLIT>  Testing signature  The editor who likes cosplay     Please     <SPLIT><SPLIT> I cant really see it It is bright yellow on white    <SPLIT><SPLIT>  Testing  The editor who likes cosplay     Please     <SPLIT> Worse      <SPLIT><SPLIT>  Test        <SPLIT> Slightly better You might like this    <SPLIT> Its shorter now thats better     <SPLIT>  I think this signature should be more interesting       <SPLIT> In my browser that signature is unreadable There is virtually no contrast between the background and the text And you should consider making your signature less distracting in a talk thread unless your goal is to be very irritating to other editors     <SPLIT>  My signature is short already Please do not call me irritating      <SPLIT> I didnt say anything about the length of your signature It will be distracting in talk threads which are for discussing things with other editors not for showing off what a cool signature you made The reason it will be distracting i,0
Thank you for experimenting with the page Chocolate on Wikipedia Your test worked and it has been reverted or removed Please use the sandbox for any other tests you want to do Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia  A link to the edit I have reverted can be found here link If you believe this edit should not have been reverted please contact me,0
RfD nomination of Making of The Passion of the [[Fucking]] <SPLIT> I have nominated  for discussion Your opinions on the matter are welcome please participate in the discussion by adding your comments at the discussion page Thank you,0
Conflict of interest Before I respond to your censorship of the Napster page please advise How many songs have you illegally downloaded Bbb23,0
[[Admittedly]] KSY why is he even here trying to defend himself theme song or My theme song,0
And thanks for reverting  Look we can bitch at each other laugh with each other agree sometimes and disagree others and you know I dont take it personal but ANI already has enough problems on a good day  I just try to keep it drama free for whoever gets dragged there  If you want to come here and [[fucking]] about SPI you might find me agree with several points but this is the right place to have that conversation not there  Thats all Im saying       Join WER,0
Welcome <SPLIT><SPLIT> Hello and welcome to Wikipedia  We appreciate encyclopedic contributions but some of  such as the ones to the page VersaEmerge do not conform to our policies  For more information on this see Wikipedias policies on vandalism and limits on acceptable additions If youd like to experiment with the wikis syntax please do so in the sandbox rather than in articles <SPLIT><SPLIT> If you still have questions there is a new contributors help page or you can write helpme below this message along with a question and someone will be along to answer it shortly  You may also find the following pages useful for a general introduction to Wikipedia <SPLIT> The five pillars of Wikipedia <SPLIT> Help pages <SPLIT> Tutorial <SPLIT> I hope you enjoy editing and being a Wikipedian  Please sign your name on talk pages using four tildes  this will automatically produce your name and the date Feel free to write a note on the bottom of  if you want to get in touch with me Again welcome,0
Re Your changes to the Somatic Experiencing page Im really quite shocked at your editing half the content out and if I thought it would help Id call your work idiotic What you give as a reason for removing descriptive informative text is that its how to text But for example the bare bones that you leave make Somatic Experiencing for a Wikipediareader indistinguishable from Eugene Gendlins Focusing read the text again Which just shows that you shouldnt be fiddling Nerolike with a subject psychotherapy whose nuances you dont obviously understand and which you apparently have no real interest in Which your reasoning Wikipedia is not a medical manual only further proves Who said anything about a medical manual and which planet are you on man This is the sort of redundant revising which unfortunately makes people not trust Wikipedia,0
[[me]] dont see why the article cant be just McDonnell Douglas MD80 as that is the family name and none of the aircraft are actually called MD80 as it is just a generic title MD90 could be a separate article it does have different engines All DC9s are on the same TC A6WE from the DC911 to the 717,0
[[Adequately]] there we are You actually do want a source to tell you that the fact that either Brand told a bare faced lie or was indiscreet about a sexual relationship is relevant to this article or whether that would make a difference to the reactions Im speechless Flip it on its head she denies it ever happened would there be no change to the reactions or consequences then Im sorry but this is utter utter nonsense And I want an article on her We are disputing less than ten words two of which are her name and Brands name Get some perspective,0
Requested move  <SPLIT><SPLIT>  <SPLIT> Kris Wu Yifan    WPUCN exomsmtowncom he is simply referred to as Kris,0
RevisionDelete  <SPLIT><SPLIT> Hi I happened on Mark Ciavarella and the personal data in versions   and   I see youre on the WPOVERSIGHT list shouldnt those versions be RevisionDeleted or at least suppressed,0
WikipediaArticles for deletionEric West 2nd nomination  <SPLIT><SPLIT> To let you know in addition to the image making the AfD hard to read posting that image is a possible copyright violation as that is a screenshot from another website that was retrieved without the permission of the site itself,0
OK  in fact I also oppose the move I myself suggested It was a moment of weakness  I was feeling worn down by the constant need to correct of all those wellmeaning  corrections of the perfectly good ise spelling  Im now feeling stronger again  I vow to continue the crusade of constant reversion,0
[[Ah]] I could subst SigSource but then nearly 700 characters of code are added everytime I sign Plan B involves me creating SigSource2 if I make any major changes to my sig I tried another idea of mine which was to template SigSource onto Sig subst onto SigPref This went wrong somewhere because it just leaves SUBSTUserStarfleet AcademySigSource in my prefs Any suggestions,0
The really [[agonising]] thing is that instead of putting in line the person attempting to mud the memory of those great people who were massacred by the Nazis just because they were Poles and Jews you instead attacked me who tried to prevent it Have you thought even for a minute that those murdered professors have many living relatives relatives who had to live their lives without a father a mother or even without both parents Have you thought how devastating would be for them to read defamation like that their loved ones betrayed their own nation and entered talks with Stalin Its like murdering them again,0
I [[leer]] somewhere that  <SPLIT><SPLIT> someone with a penis and a vagina has only 1 orgasmic organ or whatever you call it So basically they cant just stick it in themselves and,0
Also the other two quotes should be removed as they are not referenced,0
Not arguing but rather defending the list being on the page There was no need for you to come off that rude towards me If you want the list off then itll stay off I really dont care either way,0
Could i get you to come to TalkWhitney HoustonExternal links  <SPLIT> I also dont want to see you banned over this  We have a rule that you should see that alot have no clue about WP3RR   <SPLIT><SPLIT>  <SPLIT><SPLIT> Moxy  It appears to me that YOU are the one in violation of WP3RR This is not my final position on the matter   Preceding unsigned comment added by,0
Related ethnic groups  <SPLIT><SPLIT> The edit warring over what is listed in the infobox as related ethnic groups needs to stop  Ill note that Central American Indians is a redirect to Indigenous peoples of the Americas and Indigenous peoples in South America is basically a disambig page which refers to indigenous peoples also covered in Indigenous peoples of the Americas  Alaskan Natives are covered in this article  Theres almost certainly some relationship to Indigenous peoples of Siberia but this seems a little iffy to me  I suspect the main point of contention is whether Black Indians should be included  Im no expert in this area but it looks to me [[adore]] theres some question about whether Black Indians should be considered a separate ethnic group  Ill ask the folks from WikipediaWikiProject Ethnic groups to comment In the meantime I strongly suggest discussing this here rather than edit warring,0
Arena Live  <SPLIT> This should be added httparenalivezexosorg,0
I dont get why you accuse me of lying but I may also not care I live on facts and I have [[nothingness]] stated [[didnt]] in here without giving any reference However all those charts seem so fcked up its really hard to actually believe any of those Curtis was out in Europe Sept 7th and 10 days later it was still not even mentioned in any album chart Does that make sense to you Not to me Also there are often varying charts for the same country what a mess Also some official charts laggin 23 weeks behind If UWC is based on those its no surprise that not much makes sense there  <SPLIT> Besides that I just decided to stay away from Wikipedia as much as I can since I have better things to do with my precious time,0
Hey I cant help but notice that Fairmont has no article  LOL,0
NPWatcher welcome  <SPLIT><SPLIT> Youve been [[accepting]] to use   Please give me any feature requests or bugs  Im also happy to help if you have any problems running the program or any questions   Before you run the program please check the changelog on the application page to see if Ive made a new release or just add the main page here to your watchlist  Finally enjoy,0
Stop  <SPLIT><SPLIT> Please stop If you continue to vandalize pages as you did to  <SPLIT>  Pokball Peril <SPLIT>  The First Pokemon The Last Battle <SPLIT>  The Pokemon Center is Very Busy  <SPLIT>  Deciding Match VS Regice <SPLIT>  Begin From Futaba Town to Masago Town <SPLIT>  Find Pikachu Route 202 <SPLIT>  Meowth Rules <SPLIT>  Get the Show on the Road <SPLIT>  A Ruin with a View <SPLIT>  Perap and the Pokmon Comedian <SPLIT>  Mean With Envy <SPLIT>  Attack The Stray Manyula <SPLIT>  The Scuffle of the Legends <SPLIT>  Battle Pyramid Again VS Registeel <SPLIT>  Pacifidlog Jam <SPLIT>  Eight Aint Enough <SPLIT><SPLIT> <SPLIT><SPLIT>  <SPLIT><SPLIT>  <SPLIT>  you will be blocked from editing Wikipedia <SPLIT> Please stop merging the Pokemon episodes until the WikipediaArticles for deletionHere Comes the Squirtle Squad deletion vote is finalized It is considered vandalism Please just wait until the voting is finished Please follow the rules,0
When he said that quote was Robinson nearly 92 That would be a definitive meaning right there,0
[[REALIGN]] TalkGeorgios Georgiadis footballer,0
[[Clasps]] AfDs   <SPLIT> Hi it looks like your closing a lot of todays AfDs Are you sure those are all speediable and if so you should close them as such or are you just working on the wrong page e,0
Tupac alive theories  <SPLIT><SPLIT>  <SPLIT> I think some more focus should be given to the Tupac is alive theory I mean obviously all of us with intelligence know that its complete bull but I still dont think it gets enough discription Maybe if you are skeptical of making it seem like a ligitiment possibility you can phrase it so it seems like your informing on the claims to the theory rather then the theory itself stuff like instead of saying according to the theory Tupak faked his own death for blah blahyou could say Believers of the theory claim Tupak faked  his own death for blah blah Obviously it doesnt warrant a long paragraph or something but if it could be expanded to recieve the same discription as the other theories offered in that section The way I see it even the idiotic should be reported on if that tripe Loose Change can get a page surely this can get one or two more sentances Lettuceclock,0
BRAD PITT IS THE SEXIEST BEAST IN THE WORLD HE IS THE SEX xxx,1
Without providing WPRS Sources to support your assertations you can not expect other editors to consider your views there are indeed documented controversies but no disputes removed your tags,0
And I might add that it seems Wiki tends to prefer amateur know nothings knowledge to that of specialists I guess that is because Wiki prides itself on being written by amateurs and enjoys ignoring specialists,0
ditto the last comment the last time I went to the official page a few months ago it had been hijacked by some advertisers and had really shoddy info on the ELF The earlier site was legit and had good info Nov 30 2005,0
nat  <SPLIT><SPLIT> k look who ever did that natalie portman bio is wrong cuz i found all the infos on her she is not from austrian and russian ethnicity she is only polish thats y i read if i find the web site ill send it to u where they write it sraight the site where u posted ur infos is wrong that web site had been modified a hundreed of times but ppl keep on changing it the whole time,0
[[Ablaze]] archived for posterity <SPLIT>  Changlc and Jiang always together  <SPLIT> Why are you two communist clowns so annoying  <SPLIT> Amusing how easily extremists on both sides immediately construe a neutral viewpoint to be diametrically opposed to theirs <SPLIT> response here   <SPLIT><SPLIT> Changlc you should recognize the NPOV Is Jiang your sockpuppet  <SPLIT> response here,0
JAF [[actualy]] right I agree I have opened a deletion review in the following place WikipediaDeletionreviewSpore2008videogame Thanks,0
Of course none of that ie your attack has anything at all to do with the actual content dispute,0
2013 UTCacceptThat username does not violate the username policy A bureaucrat might tell an administrator on their talk page to unblock you Good job on selecting a nonviolating name   1321 8 July,0
Blocked user accounts  <SPLIT><SPLIT> Hi var is there a way to delete user accounts that have been created only to leave insulting messages see,0
Your submission at AfC Proximal gradient was accepted  <SPLIT>  Proximal gradient which you submitted to Articles for creation has been created  <SPLIT> You are more than welcome to continue making quality contributions to Wikipedia  <SPLIT>  If you have any questions you are welcome to ask at the help desk <SPLIT>  If you would like to help us improve this process please consider  <SPLIT> Thank you for helping improve Wikipedia,0
Man of La Mancha  <SPLIT> [[Candidly]] a musical How about separately under Recordings of musicals or Musical theatre recordings We cant use Music recordings  because everything is a music recording Best,0
[[Acoustical]] trite sounds like WPIDONTLIKEIT Too bad you didnt look at the many sources used for that sentence most of which make the point that antisemitism was chosen as a scientific alternative to Judenhass Glad you know better than the experts,0
The significance is that it is the only newspaper account of the event and as such people may be inclined to doubt its existence or think it a hoax By showing that it was reprtined in other newspapers people can dee that it was indeed a real article and can also see if the news had any national interest at the time Its important for context  Damion,0
I [[afar]] have too much detail about the route but I know they ended up in Switzerland I added a citation on this to the article,0
Im still waiting for the answer of course you will probaly wait 20 days and MiszaBot will automatically archive this thread pathetic,0
who fucked the fucker and fucked the fucking cunt faget,1
Uncommon title  <SPLIT><SPLIT> This present English WP article entitled Chgi  derives from the Japanese  interwiki I compiled Japanese synonyms given there and Chinese synonyms given in the  interwiki and searched for these shit stick words in Google Books The most commonly occurring Chinese and Japanese exact words are <SPLIT>  24800 <SPLIT>  13800 <SPLIT>  5920 <SPLIT>  418 <SPLIT>  280 <SPLIT>  239 <SPLIT> However none of these occur with their pronunciations eg kanshiketsu  in Google Books Doh <SPLIT><SPLIT> These exact phrases with pronunciations do occur in full Google Web search but see WPGOOG For instance 333 occurrences of chgi  many 8 of first 10 copied from this article into WP mirrors and blogstweets and 51 occurrences of kanshiketsu  many The Gateless Gate kan references and Buddhist dictionaries  <SPLIT><SPLIT> The Digital Dictionary of Buddhism has two entries <SPLIT>  pr gnshju kanshiketsu etc [[fucking]] stick used for toilet paper or Chan term of abuse from Gateless Gate kan <SPLIT>  pr chu ch etc small stake or stick used for counting voting calculating ie salaka Sanskrit alk Pali salk etc stick or for toilet paper <SPLIT> If we follow WPCOMMON what should the title be Shitstick ChouCh  GanshijueKanshiketsu,0
declineFeigned [[amazement]] is not a valid block reason,0
Banner picture missing  <SPLIT><SPLIT> Id just like to call attention to the banner picture being nonexistant as far as I can tell on my device and the image summary Im unsure how to upload pictures without an account but I was able to find many usable alternatives on Google Images by searching snakehead,0
I started this tread because You put English again and again in different threads on the tablet This thread is broader and here we can collect all Your concerns on preserving Your beloved mother tongue in Wikipedia Not only the redlinks It was because You obstructed nearly every discussion above with shouting English  I didnt want to let Your responses disappear but to give You the chance to declare yourself  and not only single points with no coherency as You did before,0
You have been temporarily blocked from editing for vandalism of Wikipedia If you wish to make useful contributions you may come back after the block expires,0
[[Adequate]] said Marek The problem is that Russia sees itself as the successor state to the USSR and the proRussian wikifactions are sensitive to the perceived potential of the USSR guilt being transferred onto Russia Hence we have all this rehashing,0
I reworked the paragraph in question to read   <SPLIT><SPLIT> The key contention of creationists is that evolution is not sufficient to account for diversity of life  This view is overwhelmingly rejected by the scientific community and academia      and how as in the title of a famous essay by Theodosius Dobzhansky Nothing in Biology Makes Sense Except in the Light of Evolution  <SPLIT><SPLIT> Which I think is accurate and fits nicely in the article  It does however shift the key creationist contention from evolution not being able to explain the origins of life which I think it is not claimed to explain to evolution not being able to explain the diversity of life which is what evolution explains at least as I understand it  Eg see my observation above regarding a comet bringing life to Earth  If this observation were ever established in mainstream science it would not affect evolution except perhaps raising the possibility that life may have had more than one origin comet impact <SPLIT><SPLIT> I fully admit that I could be wrong in this summary and would appreciate correction,0
Podcasts on Macroeconomics <SPLIT> [[All]] of these exist,0
Requested move <SPLIT><SPLIT>  <SPLIT><SPLIT> Ang Lihim ni Antonio    Please place your rationale for the proposed move here,0
But I do not see this as an earth shaking issue for the planet in either case,0
Kirsten Heiberg was automatically a German citizen when she married Franz Grothe in Oslo in May 1938 This was very important to her as German authorities insisted on the fact that only German citizens could be members of the Filmkammer which again was neccessary to obtain permission to act Nonmembers of the Filmkammer could normally not get permission to act in German films For her first three films Kirsten Heiberg was given special contract giving her a much lower salary than Filmkammer members were given,0
crashed United Airlines Flight 175 into,0
[[All]] time I read one of your rants I am motivated to go move some articles to lowercase,0
Other sources  <SPLIT><SPLIT> Is it just me or does the other sources section seem like it doesnt belong in a Wikipedia article,0
Cassian did not say all and he did not say most he only stated some,0
Re spam links Please stop  If you continue to vandalize pages you will be blocked from editing Wikipedia,0
Ignore my top comment i see what you meanby Title do you mean Grammy for musicMTV Movie Award just these two as examples Sort of like that Okay  Imma do that now Tbh i dont really care about Follow the Leaderask me if you want anything for the page but otherwise i wont work on that out of want lol,0
July 2008 UTC <SPLIT> Well actually theres also [[fisting]] women who are classified as straight as well Take Bret Michaels show Rock of Love 2 for example Daisy who was the runner up is bisexual but yet she made it to the final elmination on the show But like Flyer22 mentioned its all depends on how the network advertises it   0020 9,0
