"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Raymond Pfister Who is he httpwwwpfisterwsEnglishVersionenglishversionhtml   <SPLIT> Raymond Pfister is a Penteconst  priest While Kanasabai is not reliable for you  a pentecost pastor who you have never heard about and who has not even written the statement u have quoted is reliable Just shows how DISHONESTLY you are trying to construct your theory by picking dubious thin sources and statements from here and there You are just wasting my time and yours trying to prove something u cannot","Raymond Pfister Who is he httpwwwpfisterwsEnglishVersionenglishversionhtml   <SPLIT> Raymond Pfister is a Penteconst  priest While Kanasabai is not reliable for you  a pentecost pastor who you have never heard about and who has not even written the statement u have quoted is reliable Just shows how DISHONESTLY you are trying to construct your theory by picking dubious thin sources and statements from here and there You are just wasting my time and yours trying to prove something u cannot",0.03509199619293213,0.03509199619293213,0,0,0,1,"Failed"
"width100 stylebackgroundtransparent <SPLIT>  width100 stylebackgroundcolor <SPLIT> stylewidth 50 border1px solid  backgroundcolor verticalaligntop <SPLIT>  width100 cellpadding2 styleverticalaligntop backgroundcolor <SPLIT>  Hello 24189107214  You are welcome to continue editing articles without logging in but you may wish to  create an account Doing so is free requires no personal information and provides several benefits If you edit without a username your IP address  is used to identify you instead <SPLIT> In any case I hope you enjoy editing here and being a Wikipedian  Please remember to sign your name on talk pages by clicking  or using four tildes  this will automatically produce your username and the date Also please do your best to always fill in the edit summary field Below are some useful links to facilitate your involvement <SPLIT> Happy editing    <SPLIT>  <SPLIT>  width100 stylebackgroundcolor <SPLIT> stylewidth 50 border0 backgroundcolor verticalaligntop <SPLIT>  width100 cellpadding2 styleverticalaligntop backgroundcolor <SPLIT>  <SPLIT>  Getting started <SPLIT>  <SPLIT> stylecolor000 <SPLIT>  Introduction <SPLIT>  The five pillars of Wikipedia <SPLIT>  How to edit a page <SPLIT>  <SPLIT>  Finding your way around <SPLIT>  <SPLIT>  stylecolor000 <SPLIT>  Table of contents <SPLIT>  Department directory <SPLIT>  <SPLIT>  Editing articles <SPLIT>  <SPLIT>  stylecolor000 <SPLIT>  How to develop an article <SPLIT>  Manual of Style <SPLIT>  <SPLIT>  <SPLIT> stylewidth 50 border0 backgroundcolor verticalaligntop <SPLIT>  width100 cellpadding2 styleverticalaligntop backgroundcolor","width100 stylebackgroundtransparent <SPLIT>  width100 stylebackgroundcolor <SPLIT> stylewidth 50 border1px solid  backgroundcolor verticalaligntop <SPLIT>  width100 cellpadding2 styleverticalaligntop backgroundcolor <SPLIT>  Hello 24189107214  You are welcome to continue editing articles without logging in but you may wish to  create an account Doing so is free requires no personal information and provides several benefits If you edit without a username your IP address  is used to identify you instead <SPLIT> In any case I hope you enjoy editing here and being a Wikipedian  Please remember to sign your name on talk pages by clicking  or using four tildes  this will automatically produce your username and the date Also please do your best to always fill in the edit summary field Below are some useful links to facilitate your involvement <SPLIT> Happy editing    <SPLIT>  <SPLIT>  width100 stylebackgroundcolor <SPLIT> stylewidth 50 border0 backgroundcolor verticalaligntop <SPLIT>  width100 cellpadding2 styleverticalaligntop backgroundcolor <SPLIT>  <SPLIT>  Getting started <SPLIT>  <SPLIT> stylecolor000 <SPLIT>  Introduction <SPLIT>  The five pillars of Wikipedia <SPLIT>  How to edit a page <SPLIT>  <SPLIT>  Finding your way around <SPLIT>  <SPLIT>  stylecolor000 <SPLIT>  Table of contents <SPLIT>  Department directory <SPLIT>  <SPLIT>  Editing articles <SPLIT>  <SPLIT>  stylecolor000 <SPLIT>  How to develop an article <SPLIT>  Manual of Style <SPLIT>  <SPLIT>  <SPLIT> stylewidth 50 border0 backgroundcolor verticalaligntop <SPLIT>  width100 cellpadding2 styleverticalaligntop backgroundcolor",0.0002759099006652832,0.0002759099006652832,0,0,0,1,"Failed"
"the gregidos family says hello","the gregidos family says hello",0.0013179183006286621,0.0013179183006286621,0,0,0,1,"Failed"
"Since you clearly are not here to do anything other than promote your cause and have no interest in contributing constructively I have blocked your account","Since you clearly are not here to do anything other than promote your cause and have no interest in contributing constructively I have blocked your account",0.021785259246826172,0.021785259246826172,0,0,0,1,"Failed"
"Disputed fair use rationale for ImageCarryOnConstablejpg <SPLIT> Thanks for uploading ImageCarryOnConstablejpg However there is a concern that the rationale you have provided for using this image under fair use may be invalid Please read the instructions at WikipediaNonfree content carefully then go to the image description page and clarify why you think the image qualifies for fair use Using one of the templates at WikipediaFair use rationale guideline is an easy way to ensure that your image is in compliance with Wikipedia policy but remember that you must complete the template Do not simply insert a blank template on an image page <SPLIT><SPLIT> If it is determined that the image does not qualify under fair use it will be deleted within a couple of days according to our criteria for speedy deletion If you have any questions please ask them at the media copyright questions page Thank you    <SPLIT> Disputed fair use rationale for ImageCarryOnAtYourConveniencejpg <SPLIT> Thanks for uploading ImageCarryOnAtYourConveniencejpg However there is a concern that the rationale you have provided for using this image under fair use may be invalid Please read the instructions at WikipediaNonfree content carefully then go to the image description page and clarify why you think the image qualifies for fair use Using one of the templates at WikipediaFair use rationale guideline is an easy way to ensure that your image is in compliance with Wikipedia policy but remember that you must complete the template Do not simply insert a blank template on an image page <SPLIT><SPLIT> If it is determined that the image does not qualify under fair use it will be deleted within a couple of days according to our criteria for speedy deletion If you have any questions please ask them at the media copyright questions page Thank you    <SPLIT><SPLIT> Please note that source info has to include who the copyright holder is not just the website the image was taken from Thanks","Disputed fair use rationale for ImageCarryOnConstablejpg <SPLIT> Thanks for uploading ImageCarryOnConstablejpg However there is a concern that the rationale you have provided for using this image under fair use may be invalid Please read the instructions at WikipediaNonfree content carefully then go to the image description page and clarify why you think the image qualifies for fair use Using one of the templates at WikipediaFair use rationale guideline is an easy way to ensure that your image is in compliance with Wikipedia policy but remember that you must complete the template Do not simply insert a blank template on an image page <SPLIT><SPLIT> If it is determined that the image does not qualify under fair use it will be deleted within a couple of days according to our criteria for speedy deletion If you have any questions please ask them at the media copyright questions page Thank you    <SPLIT> Disputed fair use rationale for ImageCarryOnAtYourConveniencejpg <SPLIT> Thanks for uploading ImageCarryOnAtYourConveniencejpg However there is a concern that the rationale you have provided for using this image under fair use may be invalid Please read the instructions at WikipediaNonfree content carefully then go to the image description page and clarify why you think the image qualifies for fair use Using one of the templates at WikipediaFair use rationale guideline is an easy way to ensure that your image is in compliance with Wikipedia policy but remember that you must complete the template Do not simply insert a blank template on an image page <SPLIT><SPLIT> If it is determined that the image does not qualify under fair use it will be deleted within a couple of days according to our criteria for speedy deletion If you have any questions please ask them at the media copyright questions page Thank you    <SPLIT><SPLIT> Please note that source info has to include who the copyright holder is not just the website the image was taken from Thanks",0.00023871660232543945,0.00023871660232543945,0,0,0,1,"Failed"
"killing the animals in the world around us","killing the animals in the world around us",0.6387341022491455,0.6387341022491455,1,1,0,1,"Skipped"
"Binary prefixes  <SPLIT><SPLIT> Recently changes have been made to this article to use binary prefixes KiB MiB kibibyte mebibyte etc The majority of reliable sources for this article do not use binary prefixes If you have any thoughtsopinions then this specific topic is being discussed on the following talk page Manual of Style dates and numbers in the sections to do with binary prefixes","Binary prefixes  <SPLIT><SPLIT> Recently changes have been made to this article to use binary prefixes KiB MiB kibibyte mebibyte etc The majority of reliable sources for this article do not use binary prefixes If you have any thoughtsopinions then this specific topic is being discussed on the following talk page Manual of Style dates and numbers in the sections to do with binary prefixes",0.0002142786979675293,0.0002142786979675293,0,0,0,1,"Failed"
"Refactoring <SPLIT> I wrote a comment  Then I wrote another comment as a reply to my own comment  Then you inserted your comment in between  I refactored your reply so that it would be in chronological order after my own reply  You reverted  I dont like what you did  My two comments were as close together as two comments can be  What right have you to come along and jam something in between  Especially when my reply specifically addressed all the matters that your comment asked about  Are you just trying to make me look bad or stupid or something   <SPLIT>  You posted SEVEN times to the same section in 30 minutes while making two separate comments Do you not understand the effect that has in edit conflicting any other editor who wishes to reply to your comment or are you so uninterested in what others have to say that you dont care My reply was to your first comment signed and dated 2357 21 March 2011 It was edit conflicted twice by you and I do not appreciate you deciding it should be placed after your second comment 0024 22 March 2011 to which it was not directed Cut down on your rate of posting or just use the preview button and you wont inconvenience other editors so much","Refactoring <SPLIT> I wrote a comment  Then I wrote another comment as a reply to my own comment  Then you inserted your comment in between  I refactored your reply so that it would be in chronological order after my own reply  You reverted  I dont like what you did  My two comments were as close together as two comments can be  What right have you to come along and jam something in between  Especially when my reply specifically addressed all the matters that your comment asked about  Are you just trying to make me look bad or stupid or something   <SPLIT>  You posted SEVEN times to the same section in 30 minutes while making two separate comments Do you not understand the effect that has in edit conflicting any other editor who wishes to reply to your comment or are you so uninterested in what others have to say that you dont care My reply was to your first comment signed and dated 2357 21 March 2011 It was edit conflicted twice by you and I do not appreciate you deciding it should be placed after your second comment 0024 22 March 2011 to which it was not directed Cut down on your rate of posting or just use the preview button and you wont inconvenience other editors so much",0.05197882652282715,0.05197882652282715,0,0,0,1,"Failed"
"user wasnt deemed a sock you might consider removing","user wasnt deemed a sock you might consider removing",0.006755173206329346,0.006755173206329346,0,0,0,1,"Failed"
"Do we really have to go through the There is no extemporaneous evidence for most events in ancient history or for most ancient people speech again Because you know weve done this before there is not a shred of logic in requiring contemporaneous evidence for anything to be able to say that something existed this argument is as dead as a doornail I dont care how many people say we need this evidence to say things existed so far we dont have a shred of evidence here yet that any historians have ever even set such a standard I have yet to see anything out of Harvard or Oxford or someplace that sets such preposterously high standards for anything","Do we really have to go through the There is no extemporaneous evidence for most events in ancient history or for most ancient people speech again Because you know weve done this before there is not a shred of logic in requiring contemporaneous evidence for anything to be able to say that something existed this argument is as dead as a doornail I dont care how many people say we need this evidence to say things existed so far we dont have a shred of evidence here yet that any historians have ever even set such a standard I have yet to see anything out of Harvard or Oxford or someplace that sets such preposterously high standards for anything",0.002929091453552246,0.002929091453552246,0,0,0,1,"Failed"
"Middle power and Great power are 2 articles in the ridiculous like the propaganda that is behind them","Middle power and Great power are 2 articles in the ridiculous like the propaganda that is behind them",0.30029064416885376,0.30029064416885376,0,0,0,1,"Failed"
"because it seems you are objecting me changing any date","because it seems you are objecting me changing any date",0.0016397833824157715,0.0016397833824157715,0,0,0,1,"Failed"
"CLARITY Check my Edit History since I have an account  Nothing on here or on other pages have been removed by me  You can also check my IP Address for the same history as nothing was infringed by me  This has been the BIGGEST waste of time","CLARITY Check my Edit History since I have an account  Nothing on here or on other pages have been removed by me  You can also check my IP Address for the same history as nothing was infringed by me  This has been the BIGGEST waste of time",0.004988312721252441,0.004988312721252441,0,0,0,1,"Failed"
"You know you truely are a selfrighteous asshole","You know you truely are a selfrighteous asshole",0.0015715360641479492,0.0015715360641479492,1,1,1,1,"Failed"
"Your English is terrible I hope you do better in your Maths","Your English is terrible I hope you do better in your Maths",0.13358521461486816,0.13358521461486816,0,0,0,1,"Failed"
"Weapon infoboxes conversion done  <SPLIT><SPLIT> Overall time just under 1h30 AWB and Excel rule","Weapon infoboxes conversion done  <SPLIT><SPLIT> Overall time just under 1h30 AWB and Excel rule",0.00032651424407958984,0.00032651424407958984,0,0,0,1,"Failed"
"hogwarts  <SPLIT> i think you all should die","hogwarts  <SPLIT> i think you all should die",0.07594674825668335,0.07594674825668335,1,1,1,1,"Failed"
"Done Thank you Im rather new at this though and it seems that I have to further request a copypaste of the articles history","Done Thank you Im rather new at this though and it seems that I have to further request a copypaste of the articles history",0.00017142295837402344,0.00017142295837402344,0,0,0,1,"Failed"
"it should be noted that finding the URL for this image seems all but impossible","it should be noted that finding the URL for this image seems all but impossible",0.00023442506790161133,0.00023442506790161133,0,0,0,1,"Failed"
"Citations <SPLIT> The article has References and Notes but needs inline citations to meet Wiki standards btw that may help resolve some of the above discussion","Citations <SPLIT> The article has References and Notes but needs inline citations to meet Wiki standards btw that may help resolve some of the above discussion",0.0001913905143737793,0.0001913905143737793,0,0,0,1,"Failed"
"HOW is it not neutral You sir are immoral Also many times prostitutes ARE slaves so save your breath pervert","HOW is it not neutral You sir are immoral Also many times prostitutes ARE slaves so save your breath pervert",0.8385000228881836,0.8385000228881836,1,1,0,1,"Skipped"
"Wellington Phoenix Participation <SPLIT> Ive seen inconsistent references to say whether they are or are not participating in the FFA Cup  Does anyone have anything conclusive from the FFA","Wellington Phoenix Participation <SPLIT> Ive seen inconsistent references to say whether they are or are not participating in the FFA Cup  Does anyone have anything conclusive from the FFA",0.00020831823348999023,0.00020831823348999023,0,0,0,1,"Failed"
"bitch shut the fuck up","bitch shut the fuck up",0.0008388757705688477,0.0008388757705688477,1,1,1,1,"Failed"
"In honor of your service as a Milhist coordinator <SPLIT>  styleborder 1px solid gray backgroundcolor fdffe7 <SPLIT> rowspan2 valignmiddle   <SPLIT> rowspan2  <SPLIT> stylefontsize xlarge padding 0 verticalalign middle height 11em  The WikiProject Barnstar <SPLIT>  <SPLIT> styleverticalalign middle bordertop 1px solid gray  In honor of your service as coordinator for the Military History Project from September 2011 to September 2012 I hereby award you this WikiProject Barnstar  Dank","In honor of your service as a Milhist coordinator <SPLIT>  styleborder 1px solid gray backgroundcolor fdffe7 <SPLIT> rowspan2 valignmiddle   <SPLIT> rowspan2  <SPLIT> stylefontsize xlarge padding 0 verticalalign middle height 11em  The WikiProject Barnstar <SPLIT>  <SPLIT> styleverticalalign middle bordertop 1px solid gray  In honor of your service as coordinator for the Military History Project from September 2011 to September 2012 I hereby award you this WikiProject Barnstar  Dank",0.004407107830047607,0.004407107830047607,0,0,0,1,"Failed"
