"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Re  [[Editwarring]]  <SPLIT><SPLIT> I can say the same about you See the talk page and use logic instead of this nonstop garbage about making up policies Personal attacks are not helping anyone either","Re  [[Ewitwarring]]  <SPLIT><SPLIT> I can say the same about you See the talk page and use logic instead of this nonstop garbage about making up policies Personal attacks are not helping anyone either",0.17204928398132324,0.32443732023239136,0,0,0,498,"Failed"
"Taniec z Gwiazdami BEST OF 112  <SPLIT> Welcome Please delete this page because it is something wymyonego This [[program]] has never been on television and never will be That someone came up with  Please visit Poland Dancing with the Stars  Was foolish","Taniec z Gwiazdami BEST OF 112  <SPLIT> Welcome Please delete this page because it is something wymyonego This [[proggam]] has never been on television and never will be That someone came up with  Please visit Poland Dancing with the Stars  Was foolish",0.04533487558364868,0.08783119916915894,0,0,0,727,"Failed"
"All Muslims are cunts <SPLIT> If you are a Muslim then you are a [[cunt]] <SPLIT> All Muslims are complete and utter cunts <SPLIT> Thats what my username stands for <SPLIT> All Muslims are cunts <SPLIT> If you are a Muslim then you are a cunt <SPLIT> All Muslims are complete and utter cunts <SPLIT> Thats what my username stands for <SPLIT> All Muslims are cunts <SPLIT> If you are a Muslim then you are a cunt <SPLIT> All Muslims are complete and utter cunts <SPLIT> Thats what my username stands for <SPLIT> All Muslims are cunts <SPLIT> If you are a Muslim then you are a cunt <SPLIT> All Muslims are complete and utter cunts <SPLIT> Thats what my username stands for","All Muslims are cunts <SPLIT> If you are a Muslim then you are a [[count]] <SPLIT> All Muslims are complete and utter cunts <SPLIT> Thats what my username stands for <SPLIT> All Muslims are cunts <SPLIT> If you are a Muslim then you are a cunt <SPLIT> All Muslims are complete and utter cunts <SPLIT> Thats what my username stands for <SPLIT> All Muslims are cunts <SPLIT> If you are a Muslim then you are a cunt <SPLIT> All Muslims are complete and utter cunts <SPLIT> Thats what my username stands for <SPLIT> All Muslims are cunts <SPLIT> If you are a Muslim then you are a cunt <SPLIT> All Muslims are complete and utter cunts <SPLIT> Thats what my username stands for",0.03757590055465698,0.0458751916885376,1,1,1,1321,"Failed"
"Please do not vandalize pages as you did with this edit to Tracey Romano If you [[continue]] to do so you will be blocked from editing","Please do not vandalize pages as you did with this edit to Tracey Romano If you [[ckntinue]] to do so you will be blocked from editing",0.00020390748977661133,0.0036658048629760742,0,0,0,306,"Failed"
"[[False]] and irrelevant if it were true Noetica","[[Fakse]] and irrelevant if it were true Noetica",0.001342177391052246,0.547011137008667,0,1,0,135,"Successful"
"Dwight hasnt retired that I know of he just hasnt been accepted by radio of late He did have a single after Blame The Vain however  it was I Wanna Love Again which [[didnt]] chart","Dwight hasnt retired that I know of he just hasnt been accepted by radio of late He did have a single after Blame The Vain however  it was I Wanna Love Again which [[dient]] chart",0.0008222460746765137,0.02166694402694702,0,0,0,425,"Failed"
"hey <SPLIT><SPLIT> Hey man cmon youre getting done dirty too join me","hey <SPLIT><SPLIT> Hey man cmon youre getting done dirty too join me",0.5988858938217163,0.5988858938217163,1,1,0,1,"Skipped"
"in On [[inclusion]]","in On [[indlusion]]",0.00024002790451049805,0.010478615760803223,0,0,0,54,"Failed"
"When you figure out how to remove [[slurs]] from an article without using them in talk get back to me until then consider any additional advice unnecessary","When you figure out how to remove [[sluts]] from an article without using them in talk get back to me until then consider any additional advice unnecessary",0.005503475666046143,0.3414287567138672,0,0,0,440,"Failed"
"Student Youth Network  <SPLIT><SPLIT> Blow dart why do you keep deleting the Student Youth network page You have no reason to do so If i9t happens again mIll will be contacting wikipedia about the matter If you want to help FIX THE ARTICLE instead of deleting it  Preceding unsigned comment added by       <SPLIT>  I tried to point you in the right direction last time pushing you to WPBIO and WPCITE but all you did was remove the noref and speed delete templates again and again without actually changing anything in the actual article And again back you [[come]] posting the same thing again with no changes whatsoever hence it being marked as a repost What exactly do you expect if you ignored every piece of advice last time","Student Youth Network  <SPLIT><SPLIT> Blow dart why do you keep deleting the Student Youth network page You have no reason to do so If i9t happens again mIll will be contacting wikipedia about the matter If you want to help FIX THE ARTICLE instead of deleting it  Preceding unsigned comment added by       <SPLIT>  I tried to point you in the right direction last time pushing you to WPBIO and WPCITE but all you did was remove the noref and speed delete templates again and again without actually changing anything in the actual article And again back you [[coke]] posting the same thing again with no changes whatsoever hence it being marked as a repost What exactly do you expect if you ignored every piece of advice last time",0.011136770248413086,0.0670592188835144,0,0,0,1967,"Failed"
"Also please dont be so hostile We are a collaborative environment there is no [[need]] to toss around terms like ignorant or presumptuous We base our content on verifiable sources not the expert knowledge of our contributors To ease your own ignorance and align your presumptions of how Wikipedia works pleased read our verifiability and no original research policies <SPLIT><SPLIT> Again welcome and try to get along well with others","Also please dont be so hostile We are a collaborative environment there is no [[nerd]] to toss around terms like ignorant or presumptuous We base our content on verifiable sources not the expert knowledge of our contributors To ease your own ignorance and align your presumptions of how Wikipedia works pleased read our verifiability and no original research policies <SPLIT><SPLIT> Again welcome and try to get along well with others",0.008953750133514404,0.05728381872177124,0,0,0,1425,"Failed"
"Mmm I know it would be trivial in just about any other article but in this case it does show how Beavis creator sees him as someone with nothing else going for him  And if the phrase gigantic schlong is going to appear anywhere in wikipedia it should be here Its quite some quote from Judge  which is why I still remembered it after more than [[fifteen]] years","Mmm I know it would be trivial in just about any other article but in this case it does show how Beavis creator sees him as someone with nothing else going for him  And if the phrase gigantic schlong is going to appear anywhere in wikipedia it should be here Its quite some quote from Judge  which is why I still remembered it after more than [[fufteen]] years",0.00044542551040649414,0.005042731761932373,0,0,0,815,"Failed"
"Im glad that you and I can agree that ED is a ridiculous pile of [[garbage]]","Im glad that you and I can agree that ED is a ridiculous pile of [[garage]]",0.08130395412445068,0.34508728981018066,1,1,1,156,"Failed"
"PS  This is just a [[copy]] from the WikiProject Aircraft talk page","PS  This is just a [[cooy]] from the WikiProject Aircraft talk page",0.00019615888595581055,0.0019705891609191895,0,0,0,177,"Failed"
"Disagree since its a list about the publisher and besides it is being updated by someone as such anyway I would just say that its not necessary to make a talk post about OOP but instead just edit the article [[directly]] when the time has come","Disagree since its a list about the publisher and besides it is being updated by someone as such anyway I would just say that its not necessary to make a talk post about OOP but instead just edit the article [[dieectly]] when the time has come",0.00017684698104858398,0.002225935459136963,0,0,0,579,"Failed"
"hi  <SPLIT><SPLIT> you all suk","hi  <SPLIT><SPLIT> you all suk",0.3276746869087219,0.3276746869087219,0,0,0,1,"Failed"
"My apologies my mistake  I checked on Amazon and they give a runtime of 80 minutes so youre [[correct]]","My apologies my mistake  I checked on Amazon and they give a runtime of 80 minutes so youre [[ckrrect]]",0.0018579959869384766,0.8353869915008545,0,1,0,306,"Successful"
"go to hell [[faggot]]","go to hell [[fargot]]",0.0023651123046875,0.07992035150527954,1,1,1,47,"Failed"
"With the exception of the lede I [[think]] marriage does decently well Its no FAC but its not a bad article either by any stretch The lede clearly has problems where it keeps drifing in and out of numbers 3 and 4 and lord knows we cant seem to find 5 stability but this does not really apply to the rest of the article IMO And I do think weve made real progress As I write this the lede says The most frequently occuring form of marriage is between a woman and a man Would I prefer it to be a little more open in phrasing to those other forms Oh absolutely but what is there is factually correct verifiable and clearly allows us to go on and say essentially but not always once we work out some kinks Note that with the loss of just one editor who pushed ideology over accuracy weve become far more able to work out compromise phrasings that while neither side for lack of better way of putting it may embrace and everyone including me wants to tweak it large and small I think we can all agree it is at last truthful This is indeed a huge step forward over how it was in the last few weeks","With the exception of the lede I [[tjink]] marriage does decently well Its no FAC but its not a bad article either by any stretch The lede clearly has problems where it keeps drifing in and out of numbers 3 and 4 and lord knows we cant seem to find 5 stability but this does not really apply to the rest of the article IMO And I do think weve made real progress As I write this the lede says The most frequently occuring form of marriage is between a woman and a man Would I prefer it to be a little more open in phrasing to those other forms Oh absolutely but what is there is factually correct verifiable and clearly allows us to go on and say essentially but not always once we work out some kinks Note that with the loss of just one editor who pushed ideology over accuracy weve become far more able to work out compromise phrasings that while neither side for lack of better way of putting it may embrace and everyone including me wants to tweak it large and small I think we can all agree it is at last truthful This is indeed a huge step forward over how it was in the last few weeks",0.00041729211807250977,0.0014950037002563477,0,0,0,2664,"Failed"
"Per WPSELFPUB no secondary sources needed when the primary sources are talking about themselves As for WPUNDUE you [[cannot]] claim that when the weight is only 2 sentences","Per WPSELFPUB no secondary sources needed when the primary sources are talking about themselves As for WPUNDUE you [[caannot]] claim that when the weight is only 2 sentences",0.00036919116973876953,0.007403910160064697,0,0,0,459,"Failed"
"Do you [[even]] leet  <SPLIT><SPLIT> 1 4 73 1337 402 <SPLIT>   1337   1337   eojioj   1337   1337","Do you [[een]] leet  <SPLIT><SPLIT> 1 4 73 1337 402 <SPLIT>   1337   1337   eojioj   1337   1337",0.015753865242004395,0.11853593587875366,0,0,0,74,"Failed"
"TTY2006  <SPLIT><SPLIT> Did you just make this up or does it have a homepage somewhere Im interested in it but there are certain problems with it and I want to know if its ok to just start changing it or if theres a [[process]]","TTY2006  <SPLIT><SPLIT> Did you just make this up or does it have a homepage somewhere Im interested in it but there are certain problems with it and I want to know if its ok to just start changing it or if theres a [[pfrocess]]",0.0002499222755432129,0.019674599170684814,0,0,0,452,"Failed"
"Cumbria is a pretty empty place by UK norms so parts are still much as he described them although global warming has [[shifted]] the seasons a bit Thinking about daffodils The Lake District in summer though is not a place Id recommend to a visitor","Cumbria is a pretty empty place by UK norms so parts are still much as he described them although global warming has [[shitted]] the seasons a bit Thinking about daffodils The Lake District in summer though is not a place Id recommend to a visitor",0.001386404037475586,0.1525539755821228,0,0,0,769,"Failed"
"Re Comments on Snowdeds page  <SPLIT><SPLIT> I take your [[point]] concerning my comment on Snowdeds page On retrospect it might not have been a good idea as it may only stir things up further I shall remove my post and avoid making any further comments Thanks for the advice    <SPLIT>  Rand  <SPLIT><SPLIT> Interesting set of proposals that you are developing Do you intend to address the question of evidence  Its the most important thing and without something in place its just not worth editing the article     <SPLIT><SPLIT> I would like to but I think Arbcom will baulk at doing that about content in this instance Im unsure whether I have the motivation to do that much since Im not sure how much of this would be adopted anyway If Arbcom start to make decisions then I may be moved to do more","Re Comments on Snowdeds page  <SPLIT><SPLIT> I take your [[pint]] concerning my comment on Snowdeds page On retrospect it might not have been a good idea as it may only stir things up further I shall remove my post and avoid making any further comments Thanks for the advice    <SPLIT>  Rand  <SPLIT><SPLIT> Interesting set of proposals that you are developing Do you intend to address the question of evidence  Its the most important thing and without something in place its just not worth editing the article     <SPLIT><SPLIT> I would like to but I think Arbcom will baulk at doing that about content in this instance Im unsure whether I have the motivation to do that much since Im not sure how much of this would be adopted anyway If Arbcom start to make decisions then I may be moved to do more",0.0003261566162109375,0.030680537223815918,0,0,0,1949,"Failed"
"Also on my [[packs]] from Australia","Also on my [[pacus]] from Australia",0.0007210373878479004,0.06787902116775513,0,0,0,96,"Failed"
"Perfekt und danke fr die extrem schnelle Arbeit Gru","Perfekt und danke fr die extrem schnelle Arbeit Gru",0.7687050104141235,0.7687050104141235,1,1,0,1,"Skipped"
"username  <SPLIT><SPLIT> Hey I just wanted to tell you that you have the single most badass username of anyone on wikipedia If you are ever in buffalo NY sometime let me know and I will buy you a beer [[Peace]]","username  <SPLIT><SPLIT> Hey I just wanted to tell you that you have the single most badass username of anyone on wikipedia If you are ever in buffalo NY sometime let me know and I will buy you a beer [[Pece]]",0.41697919368743896,0.6693246364593506,0,1,0,430,"Successful"
"in previous races when the leg prize was not always there we would just skip that leg  If it is the case that all other legs have prizes we can mention it but otherwise leaving it blank [[works]]","in previous races when the leg prize was not always there we would just skip that leg  If it is the case that all other legs have prizes we can mention it but otherwise leaving it blank [[worms]]",0.00023764371871948242,0.0018047690391540527,0,0,0,396,"Failed"
"Images <SPLIT> [[University]] of the Philippines ROTC","Images <SPLIT> [[Univershity]] of the Philippines ROTC",0.00025898218154907227,0.18285739421844482,0,0,0,172,"Failed"
"[[Further]] this would also be in line with Southeast Asia for what its worth","[[Futther]] this would also be in line with Southeast Asia for what its worth",0.0002734065055847168,0.20052069425582886,0,0,0,190,"Failed"
"2013 UTC <SPLIT><SPLIT> Honestly its not a bad article The problem isnt with the content its with the way you sourced itTake the  section What youre saying in there makes sense but you have made connections that the sources didnt make themselves If you wanted to talk about aging youd [[need]] a source that talks about aging as a source of climate change vulnerability in the Caribbean Your source merely gives information on age profiles Even if you had another source that connected aging with climate change vulnerability it would still create potential WPSYNTH problems for you to connect this a to the Caribbean and b to the age profile in Belize If you had a source that talked about aging in the context of climate change vulnerability in the Caribbean then it might be OK to add the statistics from the CIA factbook Might Some people would still challenge that as drawing original conclusions from sources Oh and by the way I would drop the human vulnerabilities just go with vulnerabilities It would change the focus only slightly but would make for a better article After all if youre going to talk about the threats to coral reefs you shouldnt need to separate out effects on humans from effects on nonhumans   2217 3 April","2013 UTC <SPLIT><SPLIT> Honestly its not a bad article The problem isnt with the content its with the way you sourced itTake the  section What youre saying in there makes sense but you have made connections that the sources didnt make themselves If you wanted to talk about aging youd [[nerd]] a source that talks about aging as a source of climate change vulnerability in the Caribbean Your source merely gives information on age profiles Even if you had another source that connected aging with climate change vulnerability it would still create potential WPSYNTH problems for you to connect this a to the Caribbean and b to the age profile in Belize If you had a source that talked about aging in the context of climate change vulnerability in the Caribbean then it might be OK to add the statistics from the CIA factbook Might Some people would still challenge that as drawing original conclusions from sources Oh and by the way I would drop the human vulnerabilities just go with vulnerabilities It would change the focus only slightly but would make for a better article After all if youre going to talk about the threats to coral reefs you shouldnt need to separate out effects on humans from effects on nonhumans   2217 3 April",0.00032889842987060547,0.020386457443237305,0,0,0,3584,"Failed"
"Ecologics  <SPLIT><SPLIT>  <SPLIT> I nominated Ecologics for deletion Since the nomination the article author has contacted me and asked for assistance with the article I was initially dubious that the article was legitimate however I have been convinced that it is being edited in good faith albeit by a new and inexperienced editor I have retracted my delete vote and I would appreciate it if you would consider visiting the article and the deletion discussion and reconsidering your deletion vote Best [[regards]]","Ecologics  <SPLIT><SPLIT>  <SPLIT> I nominated Ecologics for deletion Since the nomination the article author has contacted me and asked for assistance with the article I was initially dubious that the article was legitimate however I have been convinced that it is being edited in good faith albeit by a new and inexperienced editor I have retracted my delete vote and I would appreciate it if you would consider visiting the article and the deletion discussion and reconsidering your deletion vote Best [[retards]]",0.0001780390739440918,0.03677332401275635,0,0,0,1655,"Failed"
"ONLY for BRWHITES EYES   <SPLIT><SPLIT>  <SPLIT><SPLIT>  <SPLIT><SPLIT> Whats occurin Stealing sheeps and poulty Intolerable I am sending over that helicopter with GUMMY BEARS [[asap]] Keep thy hands of my sheep Mountain sheep","ONLY for BRWHITES EYES   <SPLIT><SPLIT>  <SPLIT><SPLIT>  <SPLIT><SPLIT> Whats occurin Stealing sheeps and poulty Intolerable I am sending over that helicopter with GUMMY BEARS [[assp]] Keep thy hands of my sheep Mountain sheep",0.4683469533920288,0.7074823379516602,0,1,0,587,"Successful"
"And also posting bogus warnings like you did here is harassment Take it in account you can be blocked and even banned if you [[continue]] with this aggressive attitude","And also posting bogus warnings like you did here is harassment Take it in account you can be blocked and even banned if you [[ckntinue]] with this aggressive attitude",0.0888928771018982,0.6566191911697388,0,1,0,489,"Successful"
"A kitten for you  <SPLIT><SPLIT>  <SPLIT> [[LOOKS]] LIKE A LITTLE BUG","A kitten for you  <SPLIT><SPLIT>  <SPLIT> [[LOOUS]] LIKE A LITTLE BUG",0.48548877239227295,0.6723142266273499,0,1,0,94,"Successful"
"Everybody involved this issue with the lead is basically the most [[important]] of the issues with the article With all due respect Id ask us all to concentrate on finding a compromise solution for this issue first and then turn to other issues","Everybody involved this issue with the lead is basically the most [[imporant]] of the issues with the article With all due respect Id ask us all to concentrate on finding a compromise solution for this issue first and then turn to other issues",0.00021773576736450195,0.003789663314819336,0,0,0,663,"Failed"
"Except Smith Brothers had become [[Smith]] New Court by then","Except Smith Brothers had become [[Smlth]] New Court by then",0.00045114755630493164,0.011304378509521484,0,0,0,166,"Failed"
"My apologies i meant you said his views had not been [[published]] in acedemia but they have Please just look at the link i have provided","My apologies i meant you said his views had not been [[pubiished]] in acedemia but they have Please just look at the link i have provided",0.00018459558486938477,0.010031938552856445,0,0,0,319,"Failed"
"Anko was once saved from tigers you most ofheard [[wrong]]","Anko was once saved from tigers you most ofheard [[wrog]]",0.024154245853424072,0.3048167824745178,0,0,0,135,"Failed"
"Bili smo bolji Ne brini razbit emo ih u [[finalu]]","Bili smo bolji Ne brini razbit emo ih u [[fnalu]]",0.4109935164451599,0.7429386973381042,0,1,0,117,"Successful"
"Main page appearance  <SPLIT><SPLIT> Hello This is a note to let the main editors of this article know that it will be appearing as the main page featured article on December 13 2010 You can view the TFA blurb at WikipediaTodays featured articleDecember 13 2010 If you think it is necessary to change the main date you can request it with the featured article director  If the previous blurb needs tweaking you might change itfollowing the instructions of the suggested formatting If this article needs any attention or maintenance it would be preferable if that could be done before its appearance on the Main Page so Wikipedia doesnt look bad D Thanks   Happy Holidays  <SPLIT><SPLIT>  <SPLIT> <SPLIT><SPLIT>  <SPLIT> The Scout Association of Hong Kong is the overall [[Scouting]] organization in Hong Kong After the first Scouting initiatives in 1909 the Hong Kong branch of The Boy Scout Association of the United Kingdom started in 1914 by registering the St Josephs College Scout Group and was formally established in July 1915 The Hong Kong branch became an autonomous association and the 111th member of the World Organization of the Scout Movement in 1977 In 2008 the association had 99591 uniformed members with approximately 2700 Scout groups in the sections Grasshopper Cubs Scouts Venture and Rover Scouts making it the largest uniformed youth organisation in Hong Kong The headquarters at the Hong Kong Scout Centre in Tsim Sha Tsui Kowloon host the administration headed by the Hong Kong Chief Commissioner The association runs campsites including Gilwell Campsite Tai Tam Scout Centre and Tung Tsz Scout Centre as well as hostels and Scout Activity Centres It annually organises the traditional Scout Rally providing Scout competitions and activities For specific anniversaries themed Scout Jamborees have been organised more","Main page appearance  <SPLIT><SPLIT> Hello This is a note to let the main editors of this article know that it will be appearing as the main page featured article on December 13 2010 You can view the TFA blurb at WikipediaTodays featured articleDecember 13 2010 If you think it is necessary to change the main date you can request it with the featured article director  If the previous blurb needs tweaking you might change itfollowing the instructions of the suggested formatting If this article needs any attention or maintenance it would be preferable if that could be done before its appearance on the Main Page so Wikipedia doesnt look bad D Thanks   Happy Holidays  <SPLIT><SPLIT>  <SPLIT> <SPLIT><SPLIT>  <SPLIT> The Scout Association of Hong Kong is the overall [[Sctouting]] organization in Hong Kong After the first Scouting initiatives in 1909 the Hong Kong branch of The Boy Scout Association of the United Kingdom started in 1914 by registering the St Josephs College Scout Group and was formally established in July 1915 The Hong Kong branch became an autonomous association and the 111th member of the World Organization of the Scout Movement in 1977 In 2008 the association had 99591 uniformed members with approximately 2700 Scout groups in the sections Grasshopper Cubs Scouts Venture and Rover Scouts making it the largest uniformed youth organisation in Hong Kong The headquarters at the Hong Kong Scout Centre in Tsim Sha Tsui Kowloon host the administration headed by the Hong Kong Chief Commissioner The association runs campsites including Gilwell Campsite Tai Tam Scout Centre and Tung Tsz Scout Centre as well as hostels and Scout Activity Centres It annually organises the traditional Scout Rally providing Scout competitions and activities For specific anniversaries themed Scout Jamborees have been organised more",0.0002384781837463379,0.001110851764678955,0,0,0,6086,"Failed"
"Your claim that she comes under the unseen definition is [[false]] If you actually read the Unseen character page you will see that the definition given in the very first sentence is In fiction an unseen character is a character that is never directly observed by the audience but is only described by other characters That does not describe Vera at all She IS directly observed by the audience and is NOT only described by other characters <SPLIT>  Also for you to describe my editing as edit warring shows no understanding of that therm either and is uncivil","Your claim that she comes under the unseen definition is [[fakse]] If you actually read the Unseen character page you will see that the definition given in the very first sentence is In fiction an unseen character is a character that is never directly observed by the audience but is only described by other characters That does not describe Vera at all She IS directly observed by the audience and is NOT only described by other characters <SPLIT>  Also for you to describe my editing as edit warring shows no understanding of that therm either and is uncivil",0.0016321539878845215,0.027628421783447266,0,0,0,1648,"Failed"
